Date,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI_14,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,Daily_Return,Volatility_20,Price_Change,High_Low_Spread,Volume_Change
2024-07-11,195.0500030517578,195.0500030517578,200.2700042724609,192.8600006103516,200.08999633789065,44565000,,,195.0500030517578,195.0500030517578,,195.0500030517578,195.0500030517578,0.0,0.0,0.0,,,,,,,7.410003662109318,
2024-07-12,194.4900054931641,194.4900054931641,196.47000122070312,193.8300018310547,194.8000030517578,30598500,,,194.99666995093935,195.0280423631855,,194.96384958120493,195.00852175112124,-0.04467216991631062,-0.008934433983262125,-0.0357377359330485,,,,-0.0028710461411535215,,-0.5599975585937216,2.6399993896484375,-0.3133961629081118
2024-07-15,192.72000122070312,192.72000122070312,196.19000244140625,190.8300018310547,194.5599975585937,40683200,,,194.7798443575835,194.93753094583326,,194.61864214112774,194.839001711831,-0.22035957070326617,-0.05121946132726293,-0.16914010937600324,,,,-0.009100746683475047,,-1.770004272460966,5.3600006103515625,0.32958151543376313
2024-07-16,193.0200042724609,193.0200042724609,196.6199951171875,192.2400054931641,195.58999633789065,33994700,,,194.61224053995278,194.86233382138727,,194.37269785364055,194.70426116076655,-0.3315633071260038,-0.10728823048701111,-0.22427507663899268,,,,0.0015566783408962337,,0.3000030517577841,4.379989624023409,-0.164404471624651
2024-07-17,187.92999267578125,187.92999267578125,191.5800018310547,185.9900054931641,191.3500061035156,48076100,,,193.97583598146025,194.5904773058733,,193.3815124416622,194.20246349521207,-0.8209510535498623,-0.25002079509958136,-0.5709302584502809,,,,-0.02637038381521717,,-5.090011596679659,5.589996337890597,0.4142233936466566
2024-07-18,183.75,183.75,189.67999267578125,181.4499969482422,189.58999633789065,51043600,,,193.0019468403688,194.16536054878023,,191.8997412967911,193.4282069400112,-1.5284656432201018,-0.5057097647236855,-1.0227558784964164,,,,-0.022242286163404512,,-4.17999267578125,8.229995727539062,0.06172505673297124
2024-07-19,183.1300048828125,183.1300048828125,184.92999267578125,180.11000061035156,181.13999938964844,43081800,,,192.0617618920301,193.732601503056,,190.5505510792559,192.6653771579965,-2.1148260787405775,-0.8275330275270639,-1.2872930512135135,,,,-0.0033741230867346816,,-0.6199951171875,4.8199920654296875,-0.1559803775595765
2024-07-22,182.5500030517578,182.5500030517578,185.0599975585937,182.47999572753903,185.0,39931900,,,191.15588009771844,193.29406823045608,,189.3196975365639,191.916090187164,-2.5963926506001087,-1.181304952141673,-1.4150876984584357,,,,-0.003167158934036185,,-0.5800018310546875,2.580001831054659,-0.0731144009767466
2024-07-23,186.41000366210932,186.41000366210932,189.38999938964844,183.5599975585937,184.1000061035156,47537700,,,190.70389186575565,193.02410491405033,,188.87205232510934,191.50823192604886,-2.6361796009395277,-1.472279881901244,-1.1638997190382838,,,,0.02114489480045134,,3.8600006103515057,5.830001831054744,0.1904692739388809
2024-07-24,180.8300018310547,180.8300018310547,185.4499969482422,180.41000366210932,183.1999969482422,41532400,,,189.76352138626032,192.54590479314854,,187.63481378756245,190.71725191901228,-3.082438131449834,-1.794311531810962,-1.288126599638872,,,,-0.029934025650088292,,-5.580001831054631,5.039993286132869,-0.12632710459277585
2024-07-25,179.85000610351562,179.85000610351562,183.8999938964844,176.8000030517578,182.91000366210932,44464200,,,188.81937707361797,192.04802641316294,,186.43715106693986,189.912270747494,-3.475119680554144,-2.1304731615595984,-1.3446465189945456,,,,-0.005419431054668911,,-0.9799957275390625,7.099990844726591,0.07059067137945307
2024-07-26,182.5,182.5,183.19000244140625,180.2400054931641,180.38999938964844,29506000,,,188.2175316380353,191.67359400480362,,185.8314355181799,189.36321365508704,-3.5317781369071497,-2.4107341566291085,-1.1210439802780412,,,,0.014734466536293178,,2.649993896484375,2.949996948242159,-0.3364099657702151
2024-07-29,183.1999969482422,183.1999969482422,184.75,182.3800048828125,183.83999633789065,33270100,,,187.7396711913883,191.3412960810169,,185.42659881511256,188.90667908420966,-3.480080269097101,-2.624603379122707,-0.8554768899743941,,,,0.003835599716395466,,0.6999969482421875,2.3699951171875,0.1275706635938454
2024-07-30,181.7100067138672,181.7100067138672,185.8600006103516,179.3800048828125,184.72000122070312,39508600,,,187.1654174316244,190.96359845877575,,184.85481541492095,188.3735922419621,-3.518776827041137,-2.803438068706393,-0.7153387583347439,,,,-0.008133134602594794,,-1.489990234375,6.479995727539091,0.18751070781272072
2024-07-31,186.97999572753903,186.97999572753903,187.94000244140625,184.4600067138672,185.0500030517578,41667300,,,187.1477582217115,190.8073787438253,38.00176408614609,185.18176623224682,188.27036287052334,-3.0885966382765275,-2.86046978262042,-0.22812685565610735,,,,0.029002194810164417,,5.269989013671847,3.4799957275390625,0.05463873688260268
2024-08-01,184.07000732421875,184.07000732421875,190.6000061035156,181.8699951171875,189.2899932861328,70435600,,,186.85463908861698,190.54316809991914,35.51972172827358,185.0107264002425,187.95922542264893,-2.9484990224064234,-2.8780756305776207,-0.07042339182880264,,,,-0.015563100170141286,,-2.909988403320284,8.730010986328097,0.6904287054836766
2024-08-02,167.89999389648438,167.89999389648438,168.77000427246094,160.5500030517578,166.75,141448400,,,185.04943478460436,189.65520048409817,25.367189407160197,182.37830601504893,186.4733564207108,-4.095050405661851,-3.1214705855944667,-0.9735798200673846,,,,-0.0878470841762542,,-16.170013427734375,8.220001220703125,1.0081947197155983
2024-08-05,161.02000427246094,161.02000427246094,162.9600067138672,151.61000061035156,154.2100067138672,83149400,,,182.76091759297165,188.53225161305357,21.91009309582175,179.09241343926615,184.58792292824785,-5.495509488981696,-3.596278366271913,-1.8992311227097831,,,,-0.04097671157906757,,-6.8799896240234375,11.350006103515625,-0.4121573662197664
2024-08-06,161.92999267578125,161.92999267578125,165.0800018310547,158.5399932861328,161.7100067138672,59950800,,,180.77701998181067,187.48902577237624,25.36942907545729,176.45204101411463,182.90955772436143,-6.457516710246807,-4.1685260350668925,-2.2889906751799147,,,,0.005651399696776416,,0.9099884033203125,6.540008544921875,-0.27899900660738386
