Date,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI_14,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,Daily_Return,Volatility_20,Price_Change,High_Low_Spread,Volume_Change,Score,Confidence,Signal
2024-07-11,195.0500030517578,195.0500030517578,200.2700042724609,192.8600006103516,200.08999633789065,44565000,,,195.0500030517578,195.0500030517578,,195.0500030517578,195.0500030517578,0.0,0.0,0.0,,,,,,,7.410003662109318,,-7,58.33,SELL
2024-07-12,194.4900054931641,194.4900054931641,196.47000122070312,193.8300018310547,194.8000030517578,30598500,,,194.99666995093932,195.0280423631855,,194.96384958120493,195.00852175112124,-0.0446721699163106,-0.0089344339832621,-0.0357377359330485,,,,-0.0028710461411535,,-0.5599975585937216,2.639999389648437,-0.3133961629081118,-8,66.67,STRONG SELL
2024-07-15,192.72000122070312,192.72000122070312,196.19000244140625,190.8300018310547,194.5599975585937,40683200,,,194.7798443575835,194.9375309458333,,194.6186421411277,194.839001711831,-0.2203595707032661,-0.0512194613272629,-0.1691401093760032,,,,-0.009100746683475,,-1.770004272460966,5.3600006103515625,0.3295815154337631,-8,66.67,STRONG SELL
2024-07-16,193.0200042724609,193.0200042724609,196.6199951171875,192.2400054931641,195.58999633789065,33994700,,,194.6122405399528,194.86233382138727,,194.37269785364052,194.70426116076652,-0.3315633071260038,-0.1072882304870111,-0.2242750766389926,,,,0.0015566783408962,,0.3000030517577841,4.379989624023409,-0.164404471624651,-6,50.0,SELL
2024-07-17,187.92999267578125,187.92999267578125,191.5800018310547,185.9900054931641,191.3500061035156,48076100,,,193.97583598146025,194.5904773058733,,193.3815124416622,194.20246349521207,-0.8209510535498623,-0.2500207950995813,-0.5709302584502809,,,,-0.0263703838152171,,-5.090011596679659,5.589996337890597,0.4142233936466566,-8,66.67,STRONG SELL
2024-07-18,183.75,183.75,189.67999267578125,181.4499969482422,189.58999633789065,51043600,,,193.0019468403688,194.16536054878023,,191.8997412967911,193.4282069400112,-1.5284656432201018,-0.5057097647236855,-1.0227558784964164,,,,-0.0222422861634045,,-4.17999267578125,8.229995727539062,0.0617250567329712,-8,66.67,STRONG SELL
2024-07-19,183.1300048828125,183.1300048828125,184.92999267578125,180.11000061035156,181.13999938964844,43081800,,,192.0617618920301,193.732601503056,,190.5505510792559,192.6653771579965,-2.114826078740577,-0.8275330275270639,-1.2872930512135137,,,,-0.0033741230867346,,-0.6199951171875,4.819992065429688,-0.1559803775595765,-8,66.67,STRONG SELL
2024-07-22,182.5500030517578,182.5500030517578,185.0599975585937,182.47999572753903,185.0,39931900,,,191.15588009771844,193.29406823045608,,189.3196975365639,191.916090187164,-2.5963926506001087,-1.181304952141673,-1.4150876984584355,,,,-0.0031671589340361,,-0.5800018310546875,2.580001831054659,-0.0731144009767466,-8,66.67,STRONG SELL
2024-07-23,186.4100036621093,186.4100036621093,189.38999938964844,183.5599975585937,184.1000061035156,47537700,,,190.70389186575565,193.02410491405035,,188.8720523251093,191.5082319260489,-2.636179600939528,-1.472279881901244,-1.1638997190382838,,,,0.0211448948004513,,3.8600006103515057,5.830001831054744,0.1904692739388809,-6,50.0,SELL
2024-07-24,180.8300018310547,180.8300018310547,185.4499969482422,180.4100036621093,183.1999969482422,41532400,,,189.76352138626032,192.5459047931485,,187.63481378756245,190.71725191901228,-3.082438131449834,-1.794311531810962,-1.288126599638872,,,,-0.0299340256500882,,-5.580001831054631,5.039993286132869,-0.1263271045927758,-8,66.67,STRONG SELL
