Date,Adj Close,Close,High,Low,Open,Volume
2024-01-02,397.254150390625,402.5899963378906,406.0899963378906,400.239990234375,405.8399963378906,58026900
2024-01-03,393.0506896972656,398.3299865722656,401.0,397.8900146484375,399.92999267578125,47002800
2024-01-04,391.02777099609375,396.2799987792969,399.5899963378906,396.05999755859375,396.44000244140625,39432800
2024-01-05,391.4915466308594,396.75,399.55999755859375,395.3399963378906,396.45001220703125,44922800
2024-01-08,399.58294677734375,404.95001220703125,405.239990234375,397.8399963378906,397.989990234375,42473800
2024-01-09,400.372314453125,405.75,406.69000244140625,401.7099914550781,401.9100036621094,39132900
2024-01-10,403.0858459472656,408.5,409.5199890136719,405.1700134277344,406.07000732421875,33962800
2024-01-11,403.9245910644531,409.3500061035156,411.20001220703125,404.239990234375,409.7900085449219,54536200
2024-01-12,404.1318054199219,409.55999755859375,411.25,408.1499938964844,410.3999938964844,39595000
2024-01-16,404.0923156738281,409.5199890136719,411.1199951171875,406.8299865722656,408.30999755859375,43903000
2024-01-17,401.8129577636719,407.2099914550781,407.5899963378906,402.9200134277344,406.1700134277344,54386000
2024-01-18,407.5163269042969,412.989990234375,413.5799865722656,409.1600036621094,410.5199890136719,59562500
2024-01-19,415.5978088378906,421.17999267578125,421.3399963378906,414.6300048828125,415.2200012207031,70325100
2024-01-22,416.14056396484375,421.7300109863281,424.7300109863281,421.1199951171875,423.4100036621094,44880600
2024-01-23,417.8673400878906,423.4800109863281,423.70001220703125,420.57000732421875,422.42999267578125,33003800
2024-01-24,420.1861267089844,425.8299865722656,429.8500061035156,425.3299865722656,427.44000244140625,46948000
2024-01-25,420.69927978515625,426.3500061035156,429.0400085449219,423.9800109863281,428.3599853515625,44367200
2024-01-26,418.1929931640625,423.80999755859375,426.2099914550781,423.1499938964844,424.44000244140625,37137000
2024-01-29,422.47540283203125,428.1499938964844,428.3500061035156,423.6099853515625,424.2699890136719,38694700
2024-01-30,419.6631774902344,425.29998779296875,427.67999267578125,424.3800048828125,427.1000061035156,36739000
2024-01-31,411.4436340332031,416.9700012207031,422.8699951171875,416.7900085449219,420.8500061035156,64010600
2024-02-01,416.2885437011719,421.8800048828125,422.3800048828125,417.80999755859375,418.7900085449219,51008600
2024-02-02,423.32403564453125,429.010009765625,430.239990234375,422.7900085449219,423.79998779296875,59602400
2024-02-05,422.7714538574219,428.45001220703125,429.6099853515625,425.0,429.07000732421875,39889200
2024-02-06,421.9228515625,427.5899963378906,430.2200012207031,425.2200012207031,429.6099853515625,35846100
2024-02-07,426.2645263671875,431.989990234375,432.8299865722656,429.0899963378906,430.4100036621094,37712700
2024-02-08,427.053955078125,432.7900085449219,433.55999755859375,431.4200134277344,432.1099853515625,29889900
2024-02-09,431.25750732421875,437.04998779296875,437.8500061035156,433.1400146484375,433.94000244140625,36943900
2024-02-12,429.5700988769531,435.3399963378906,439.1400146484375,434.6499938964844,436.94000244140625,33203300
2024-02-13,422.8701171875,428.54998779296875,431.2699890136719,425.3299865722656,427.2799987792969,64491700
2024-02-14,427.478271484375,433.2200012207031,433.6499938964844,428.8800048828125,431.260009765625,45092700
2024-02-15,428.75115966796875,434.510009765625,434.9800109863281,431.3299865722656,433.9200134277344,38796100
2024-02-16,424.8633728027344,430.57000732421875,434.989990234375,429.8500061035156,434.8900146484375,53716500
2024-02-20,421.65643310546875,427.32000732421875,430.0799865722656,423.5,428.54998779296875,53999500
2024-02-21,419.9691162109375,425.6099853515625,425.70001220703125,421.6300048828125,424.54998779296875,49779000
2024-02-22,432.2639465332031,438.07000732421875,439.1199951171875,433.7099914550781,434.489990234375,53887800
2024-02-23,430.9910583496094,436.7799987792969,440.5899963378906,435.7900085449219,439.6499938964844,39853900
2024-02-26,430.7640686035156,436.54998779296875,438.6000061035156,436.3599853515625,437.6000061035156,33043200
2024-02-27,431.80023193359375,437.6000061035156,437.989990234375,435.0299987792969,437.6700134277344,33713200
2024-02-28,429.5010681152344,435.2699890136719,436.6700134277344,434.29998779296875,435.42999267578125,32938800
2024-02-29,433.181640625,439.0,440.0899963378906,435.0199890136719,438.2300109863281,42495200
2024-03-01,439.7039794921875,445.6099853515625,446.5799865722656,439.8399963378906,439.8999938964844,43853000
2024-03-04,438.13507080078125,444.0199890136719,446.0400085449219,443.7699890136719,445.6099853515625,34325700
2024-03-05,430.270751953125,436.04998779296875,440.95001220703125,433.6499938964844,440.94000244140625,57917100
2024-03-06,432.9743957519531,438.7900085449219,441.989990234375,436.8900146484375,440.32000732421875,46234500
2024-03-07,439.5461120605469,445.45001220703125,446.7200012207031,440.8599853515625,442.4200134277344,44526700
2024-03-08,433.20135498046875,439.0199890136719,448.6400146484375,438.3399963378906,445.80999755859375,72096000
2024-03-11,431.59295654296875,437.3900146484375,438.6600036621094,435.44000244140625,437.510009765625,45860000
2024-03-12,437.7798767089844,443.6600036621094,444.0199890136719,436.4599914550781,439.7300109863281,55300900
2024-03-13,434.4150695800781,440.25,442.6700134277344,439.1199951171875,442.6499938964844,37928700
2024-03-14,433.3197937011719,439.1400146484375,442.0299987792969,436.3900146484375,441.5,52195200
2024-03-15,428.1689758300781,433.9200134277344,438.8699951171875,432.739990234375,436.07000732421875,73069800
2024-03-18,432.2525634765625,437.4800109863281,441.0400085449219,437.239990234375,438.7300109863281,47323800
2024-03-19,433.32958984375,438.57000732421875,438.9800109863281,433.3299865722656,435.45001220703125,43004100
2024-03-20,438.4673767089844,443.7699890136719,444.1099853515625,438.05999755859375,439.7799987792969,43653500
2024-03-21,440.5423278808594,445.8699951171875,449.3399963378906,445.6700134277344,448.8800048828125,39345700
2024-03-22,441.0462646484375,446.3800048828125,447.489990234375,444.489990234375,445.3500061035156,28253900
2024-03-25,439.4455871582031,444.760009765625,446.260009765625,442.5400085449219,443.54998779296875,27789200
2024-03-26,438.0228271484375,443.32000732421875,447.2300109863281,443.0899963378906,446.29998779296875,34142000
2024-03-27,439.5147705078125,444.8299865722656,446.5400085449219,441.92999267578125,446.44000244140625,41359200
2024-03-28,438.70458984375,444.010009765625,445.6400146484375,443.6499938964844,444.7799987792969,36839600
2024-04-01,439.63330078125,444.95001220703125,447.5299987792969,443.0199890136719,444.9700012207031,38729000
2024-04-02,435.8392028808594,441.1099853515625,441.42999267578125,438.0299987792969,440.0799865722656,44259700
2024-04-03,436.8173522949219,442.1000061035156,444.0,438.95001220703125,438.9599914550781,39949800
2024-04-04,430.13812255859375,435.3399963378906,446.95001220703125,435.1099853515625,446.3299865722656,57267700
2024-04-05,435.20684814453125,440.4700012207031,443.1700134277344,435.9599914550781,436.7799987792969,54744600
2024-04-08,435.3353576660156,440.6000061035156,442.5,439.20001220703125,441.4100036621094,28144900
2024-04-09,436.94580078125,442.2300109863281,443.239990234375,437.44000244140625,442.9599914550781,39443600
2024-04-10,433.1319580078125,438.3699951171875,439.239990234375,436.2799987792969,437.0,61502200
2024-04-11,440.0483093261719,445.3699951171875,446.3299865722656,437.9599914550781,440.260009765625,45474600
2024-04-12,433.0331115722656,438.2699890136719,442.239990234375,436.8800048828125,441.1000061035156,53665000
